,DBN,SchoolName,SchoolType,Rating
,K315,P.S. 315 DIST 22.,Elementary School,4.0
,K381,I. S. 381,Middle School,2.0
,K405,MIDWOOD HIGH SCHOOL,High School,4.0
,K425,JAMES MADISON HIGH SCHOOL,High School,4.0
,K495,SHEEPSHEAD BAY HIGH SCHOOL,High School,3.0
,K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,High School,4.0
,K555,BROOKLYN COLLEGE ACADEMY,Middle School,2.0
,K555,BROOKLYN COLLEGE ACADEMY,High School,4.0
,K041,PS 041 FRANCIS WHITE,K-8 School,3.0
,K073,PS 073 THOMAS S. BOYLAND,K-8 School,3.0
,K137,PS 137 RACHEL JEAN MITCHELL,K-8 School,1.0
,K150,PS 150 CHRISTOPHER,K-8 School,2.0
,K155,PS 155 NICHOLAS HERKIMER,K-8 School,4.0
,K156,PS 156 WAVERLY,Elementary School,3.0
,K165,PS 165 IDA POSNER,K-8 School,2.0
,K178,PS 178 ST.CLAIR MCKELWAY,K-8 School,2.0
,K183,PS 183 DANIEL CHAPPIE JAMES,K-8 School,1.0
,K184,PS 184 NEWPORT,K-8 School,4.0
,K284,PS 284 LEW WALLACE,K-8 School,3.0
,K298,PS 298 DR. BETTY SHABAZZ,K-8 School,3.0
,K323,PS/IS 323,K-8 School,2.0
,K327,PS 327 DR. ROSE B. ENGLISH,K-8 School,4.0
,K332,PS 332 CHARLES H HOUSTON,K-8 School,3.0
,K392,IS 392,Middle School,5.0
,K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,Middle School,2.0
,K518,KAPPA V,Middle School,3.0
,K522,MOTT HALL IV,Middle School,3.0
,K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY & LAW,High School,2.0
,K697,TEACHERS PREPARATORY HIGH SCHOOL,Middle School,4.0
,K697,TEACHERS PREPARATORY HIGH SCHOOL,High School,4.0
,Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,Middle School,4.0
,Q012,PS 012 JAMES B COLGATE,Elementary School,4.0
,Q013,PS 013 CLEMENT C MOORE,Elementary School,5.0
,Q014,PS 014 FAIRVIEW,Elementary School,5.0
,Q016,P.S.16Q,Elementary School,4.0
,Q019,PS 019 MARINO JEANTET,Elementary School,5.0
,Q049,PS 049 DOROTHY BONAWIT KOLE,Elementary School,4.0
,Q058,PS 58 - SCHOOL OF HEROES,Elementary School,3.0
,Q061,IS 061 LEONARDO DA VINCI,Middle School,4.0
,Q068,PS 068 CAMBRIDGE,Elementary School,4.0
,Q071,PS 071 FOREST,Elementary School,3.0
,Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,Middle School,4.0
,Q077,IS 077,Middle School,4.0
,Q081,PS 081 JEAN PAUL RICHTER,Elementary School,4.0
,Q087,PS 087 MIDDLE VILLAGE,K-8 School,3.0
,Q088,PS 088 SENECA,Elementary School,4.0
,Q089,PS 089 ELMHURST,Elementary School,5.0
,Q091,PS 091 RICHARD ARKWRIGHT,Elementary School,3.0
,Q093,IS 093 RIDGEWOOD,Middle School,5.0
,Q102,PS 102 BAYVIEW,Elementary School,4.0
,Q113,PS 113 ISAAC CHAUNCEY,Elementary School,4.0
,Q119,IS 119 THE GLENDALE,Middle School,2.0
,Q125,IS 125 THOM J MCCANN WOODSIDE,Middle School,4.0
,Q128,PS 128 JUNIPER VALLEY,Elementary School,3.0
,Q143,PS 143 LOUIS ARMSTRONG,Elementary School,5.0
,Q153,PS 153 MASPETH ELEM,Elementary School,5.0
,Q199,PS 199 MAURICE A FITZGERALD,Elementary School,5.0
,Q229,PS 229 EMANUEL KAPLAN,Elementary School,4.0
,Q239,P.S. 239,Elementary School,4.0
,Q455,NEWTOWN HIGH SCHOOL,High School,3.0
,Q485,GROVER CLEVELAND HIGH SCHOOL,High School,3.0
,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,High School,3.0
,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,High School,4.0
,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,High School,5.0
,Q560,"ROBERT F.WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND",Middle School,4.0
,Q560,"ROBERT F.WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND",High School,4.0
,Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,High School,3.0
,Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,High School,5.0
,Q877,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE,Elementary School,3.0
,Q020,PS 020 JOHN BOWNE,Elementary School,5.0
,Q021,PS 021 EDWARD HART,Elementary School,5.0
,Q022,PS 022 THOMAS JEFFERSON,Elementary School,5.0
,Q024,PS 024 ANDREW JACKSON,Elementary School,5.0
,Q025,I S 025 ADRIEN BLOCK,Middle School,3.0
,Q029,PS 029 QUEENS,Elementary School,4.0
,Q032,PS 032 STATE STREET,Elementary School,5.0
,Q079,PS 079 FRANCIS LEWIS,Elementary School,4.0
,Q107,PS 107 THOMAS A DOOLEY,Elementary School,4.0
,Q120,PS 120 QUEENS,Elementary School,5.0
,Q129,PS 129 PATRICIA LARKIN,Elementary School,5.0
,Q154,PS 154 QUEENS,Elementary School,4.0
,Q163,PS 163 FLUSHING HEIGHTS,Elementary School,5.0
,Q164,PS 164 QUEENS VALLEY,K-8 School,4.0
,Q165,PS 165 EDITH K. BERGTRAUM,Elementary School,5.0
,Q169,PS 169 BAY TERRACE,Elementary School,3.0
,Q184,PS 184 FLUSHING MANOR,Elementary School,5.0
,Q185,JHS 185 EDWARD BLEEKER,Middle School,4.0
,Q189,JHS 189 DANIEL CARTER BEARD,Middle School,4.0
,Q193,PS 193 ALFRED J KENNEDY,Elementary School,4.0
,Q194,JHS 194 WILLIAM CARR,Middle School,5.0
,Q200,PS 200 POMONOK,K-8 School,4.0
,Q201,PS 201 KISSENA,Elementary School,4.0
,Q209,PS 209 CLEARVIEW GARDENS,Elementary School,5.0
,Q214,PS 214 CADWALLADER COLDEN,Elementary School,5.0
,Q219,PS 219 PAUL KLAPPER,K-8 School,4.0
,Q237,IS 237,Middle School,4.0
,Q250,I S 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCH,Middle School,5.0
,Q252,THE QUEENS SCHOOL OF INQUIRY,Middle School,4.0
,Q425,JOHN BOWNE HIGH SCHOOL,High School,3.0
,Q460,FLUSHING HIGH SCHOOL,High School,3.0
,Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE, AND T",K-8 School,5.0
,Q525,TOWNSEND HARRIS HIGH SCHOOL,High School,5.0
,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,High School,4.0
,Q018,PS 018 WINCHESTER,Elementary School,4.0
,Q026,PS 026 RUFUS KING,Elementary School,5.0
,Q031,PS 031 BAYSIDE,Elementary School,5.0
,Q041,PS 041 CROCHERON,Elementary School,4.0
,Q046,PS 046 ALLEY POND,Elementary School,5.0
,Q067,JHS 067 LOUIS PASTEUR,Middle School,5.0
,Q074,JHS 074 NATHANIEL HAWTHORNE,Middle School,5.0
,Q094,PS 094 DAVID D PORTER,Elementary School,5.0
,Q098,PS 098 THE DOUGLASTON SCHOOL,Elementary School,4.0
,Q115,PS 115 GLEN OAKS,Elementary School,4.0
,Q133,PS 133 QUEENS,Elementary School,5.0
,Q158,MS 158 MARIE CURIE,Middle School,5.0
,Q159,PS 159,Elementary School,3.0
,Q162,PS 162 JOHN GOLDEN,Elementary School,5.0
,Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,Middle School,5.0
,Q173,PS 173 FRESH MEADOWS,Elementary School,3.0
,Q178,PS 178 HOLLISWOOD,K-8 School,5.0
,Q186,PS 186 CASTLEWOOD,Elementary School,3.0
,Q188,PS 188 KINGSBURY,Elementary School,4.0
,Q191,PS 191 MAYFLOWER,Elementary School,5.0
,Q203,PS 203 OAKLAND GARDENS,Elementary School,4.0
,Q205,PS 205 ALEXANDER GRAHAM BELL,Elementary School,5.0
,Q213,PS 213 The Carl Ullman School,Elementary School,5.0
,Q216,JHS 216 GEORGE J RYAN,Middle School,4.0
,Q221,PS 221 NORTH HILLS,Elementary School,5.0
,Q266,P.S./I.S. 266,K-8 School,5.0
,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,High School,4.0
,Q430,FRANCIS LEWIS HIGH SCHOOL,High School,4.0
,Q435,MARTIN VAN BUREN HIGH SCHOOL,High School,4.0
,Q495,BAYSIDE HIGH SCHOOL,High School,4.0
,Q566,QUEENS HIGH SCHOOL OF TEACHING,High School,4.0
,Q042,PS 042 R VERNAM,K-8 School,4.0
,Q043,PS 043,K-8 School,3.0
,Q045,PS 045 CLARENCE WITHERSPOON,Elementary School,4.0
,Q047,PS 047 CHRIS GALAS,K-8 School,5.0
,Q053,I S 053 BRIAN PICCOLO,Middle School,3.0
,Q056,PS 056 HARRY EICHLER,Elementary School,4.0
,Q060,PS 060 WOODHAVEN,Elementary School,4.0
,Q062,PS 062 CHESTER PARK,Elementary School,5.0
,Q063,PS 063 OLD SOUTH,Elementary School,4.0
,Q064,PS 064 JOSEPH P. ADDABBO,Elementary School,3.0
,Q065,PS 65,Elementary School,3.0
,Q066,PS 066 JACQUELINE KENNEDY ONASSIS,Elementary School,4.0
,Q090,PS 090 HORACE MANN,Elementary School,3.0
,Q096,PS 096,Elementary School,4.0
,Q097,PS 097 FOREST PARK,Elementary School,4.0
,Q100,PS 100 GLEN MORRIS,Elementary School,5.0
,Q104,PS 104 THE BAYS WATER,Elementary School,3.0
,Q105,PS 105 THE BAY SCHOOL,K-8 School,2.0
,Q106,PS 106,Elementary School,3.0
,Q108,PS 108 CAPT. VINCENT G. FOWLER,Elementary School,5.0
,Q114,PS/MS 114 BELLE HARBOR,K-8 School,4.0
,Q123,PS 123,Elementary School,2.0
,Q124,PS 124 OSMOND A CHURCH,K-8 School,3.0
,Q137,MS 137 AMERICA'S SCHL OF HEROES,Middle School,4.0
,Q146,PS 146 HOWARD BEACH,Elementary School,4.0
,Q155,PS 155,Elementary School,1.0
,Q183,PS 183 DR. RICHARD R. GREEN,K-8 School,3.0
,Q197,PS 197 THE OCEAN SCHOOL,Elementary School,4.0
,Q202,JHS 202 ROBERT H GODDARD,Middle School,4.0
,Q207,PS 207 ROCKWOOD PARK,K-8 School,4.0
,Q210,JHS 210 ELIZABETH BLACKWELL,Middle School,3.0
,Q215,PS 215 LUCRETIA MOTT,Elementary School,4.0
,Q223,PS 223 LYNDON B JOHNSON,Elementary School,3.0
,Q225,PS 225 SEASIDE,K-8 School,2.0
,Q226,JHS 226 VIRGIL I GRISSOM,Middle School,2.0
,Q232,PS 232 LINDENWOOD,Elementary School,4.0
,Q253,PS 253,Elementary School,4.0
,Q254,PS 254,Elementary School,3.0
,Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,Middle School,3.0
,Q323,THE SCHOLARS' ACADEMY,Middle School,4.0
,Q400,AUGUST MARTIN HIGH SCHOOL,High School,2.0
,Q410,BEACH CHANNEL HIGH SCHOOL,High School,3.0
,Q465,FAR ROCKAWAY HIGH SCHOOL,High School,2.0
,Q475,RICHMOND HILL HIGH SCHOOL,High School,3.0
,Q480,JOHN ADAMS HIGH SCHOOL,High School,3.0
,Q008,JHS 008 RICHARD S GROSSLEY,Middle School,2.0
,Q030,PS 030 QUEENS,Elementary School,2.0
,Q040,PS 040 SAMUEL HUNTINGTON,Elementary School,4.0
,Q048,PS 048 WILLIAM WORDSWORTH,Elementary School,3.0
,Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,Elementary School,4.0
,Q054,PS 054 HILLSIDE,Elementary School,3.0
,Q055,PS 055 MAURE,Elementary School,5.0
,Q072,JHS 072 CATH. & COUNT BASIE,Middle School,4.0
,Q080,PS 080 THURGOOD MARSHALL MAGNET,Elementary School,4.0
,Q082,PS 082 HAMMOND,Elementary School,4.0
,Q086,PS 086 QUEENS,Elementary School,5.0
,Q099,PS 099 KEW GARDENS,Elementary School,4.0
,Q101,PS 101 SCHOOL IN THE GARDENS,Elementary School,5.0
,Q117,PS 117 J.KELD/BRIARWOOD SCH,Elementary School,5.0
,Q121,PS 121 QUEENS,Elementary School,5.0
,Q139,PS 139 REGO PARK,Elementary School,5.0
,Q140,PS 140 EDWARD K ELLINGTON,Elementary School,4.0
,Q144,PS 144 COL JEROMUS REMSEN,Elementary School,3.0
,Q157,JHS 157 STEPHEN A HALSEY,Middle School,4.0
,Q160,PS 160 WALTER FRANCIS BISHOP,Elementary School,5.0
,Q161,PS 161 ARTHUR ASHE SCHOOL,Elementary School,5.0
,Q174,PS 174 WILLIAM SIDNEY MOUNT,Elementary School,3.0
,Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,Elementary School,5.0
,Q190,JHS 190 RUSSELL SAGE,Middle School,3.0
,Q196,PS 196 GRAND CENTRAL PKWY,Elementary School,5.0
,Q206,PS 206 HORACE HARDING,Elementary School,3.0
,Q217,JHS 217 ROBERT A VAN WYCK,Middle School,4.0
,Q220,PS 220 EDWARD MANDEL,Elementary School,3.0
,Q440,FOREST HILLS HIGH SCHOOL,High School,4.0
,Q470,JAMAICA HIGH SCHOOL,High School,3.0
,Q505,HILLCREST HIGH SCHOOL,High School,3.0
,Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,High School,4.0
,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Middle School,4.0
,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,High School,4.0
,Q687,QUEENS HIGH SCHOOL FOR SCIENCES AT YORK COLLEGE,High School,5.0
,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High School,3.0
,Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL QUEENS,Middle School,5.0
,Q015,PS 015 JACKIE ROBINSON,Elementary School,5.0
,Q033,PS 033 EDWARD M. FUNK,Elementary School,4.0
,Q034,PS 034 JOHN HARVARD,Elementary School,4.0
,Q035,PS 035 NATHANIEL WOODHULL,Elementary School,3.0
,Q036,PS 036 ST ALBANS SCHOOL,Elementary School,3.0
,Q037,CYNTHIA JENKINS SCHOOL,Elementary School,4.0
,Q038,PS 038 ROSEDALE,Elementary School,4.0
,Q052,PS 052 QUEENS,Elementary School,4.0
,Q059,I S 059 SPRINGFIELD GARDENS,Middle School,4.0
,Q095,PS 095 EASTWOOD,Elementary School,4.0
,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,Middle School,4.0
,Q116,PS 116 WILLIAM C. HUGHLEY,K-8 School,4.0
,Q118,PS 118 LORRAINE HANSBERRY,Elementary School,4.0
,Q131,PS 131 ABIGAIL ADAMS,Elementary School,5.0
,Q132,PS 132 RALPH BUNCHE,Elementary School,5.0
,Q134,PS 134 HOLLIS,Elementary School,5.0
,Q135,THE BELLAIRE SCHOOL,Elementary School,4.0
,Q136,PS 136 ROY WILKINS,Elementary School,2.0
,Q138,PS 138 SUNRISE,K-8 School,4.0
,Q147,PS 147 RONALD MCNAIR,K-8 School,5.0
,Q156,PS 156 LAURELTON,K-8 School,4.0
,Q176,PS 176 CAMBRIA HEIGHTS,Elementary School,5.0
,Q181,PS 181 BROOKFIELD,Elementary School,4.0
,Q192,IS 192 THE LINDEN,Middle School,4.0
,Q195,PS 195 WILLIAM HABERLE,Elementary School,4.0
,Q208,P.S./I.S. 208,K-8 School,5.0
,Q231,IS 231 MAGNETECH 2000,Middle School,3.0
,Q238,I S 238 SUSAN B ANTHONY,Middle School,4.0
,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,Middle School,4.0
,Q268,P.S. 268,K-8 School,4.0
,Q270,P.S./I.S. 270Q,K-8 School,5.0
,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,High School,4.0
,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",High School,3.0
,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",High School,3.0
,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",High School,4.0
,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,High School,4.0
,Q002,PS 002 ALFRED ZIMBERG,Elementary School,3.0
,Q010,IS 010 HORACE GREELEY,Middle School,5.0
,Q011,PS 011 KATHRYN PHELAN,Elementary School,5.0
,Q017,PS 017 HENRY DAVID THOREAU,Elementary School,4.0
,Q069,PS 069 JACKSON HEIGHTS,Elementary School,4.0
,Q070,PS 070 QUEENS,Elementary School,4.0
,Q076,PS 076 WILLIAM HALLET,Elementary School,5.0
,Q078,PS 078,Elementary School,5.0
,Q084,PS 084 STEINWAY,Elementary School,3.0
,Q085,PS 085 JUDGE CHARLES VALLONE,Elementary School,3.0
,Q092,PS 092 HARRY T STEWART SR.,Elementary School,3.0
,Q111,PS 111 JACOB BLACKWELL,Elementary School,4.0
,Q112,PS 112 DUTCH KILLS,Elementary School,2.0
,Q122,PS 122 MAMIE FAY,K-8 School,4.0
,Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,Middle School,3.0
,Q127,PS 127 AEROSPACE SCIENCE MAGNE,K-8 School,4.0
,Q141,IS 141 THE STEINWAY,Middle School,5.0
,Q145,IS 145 JOSEPH PULITZER,Middle School,4.0
,Q148,PS 148 QUEENS,Elementary School,4.0
,Q149,PS 149 CHRISTA MCAULIFFE,Elementary School,4.0
,Q150,PS 150 QUEENS,Elementary School,5.0
,Q151,PS 151 MARY D. CARTER,Elementary School,1.0
,Q152,PS 152 GWENDOLYN ALLEYNE,Elementary School,4.0
,Q166,PS 166 HENRY GRADSTEIN,Elementary School,2.0
,Q171,PS 171 PETER G VAN ALST,Elementary School,3.0
,Q204,IS 204 OLIVER W HOLMES,Middle School,4.0
,Q212,PS 212,Elementary School,5.0
,Q227,I S 227 LOUIS ARMSTRONG,Middle School,5.0
,Q230,INTERMEDIATE SCHOOL 230,Middle School,4.0
,Q234,P.S. 234,Elementary School,4.0
,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,High School,4.0
,Q450,LONG ISLAND CITY HIGH SCHOOL,High School,4.0
,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,High School,4.0
,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,High School,4.0
,Q555,NEWCOMERS HIGH SCHOOL,High School,5.0
,Q575,ACADEMY OF AMERICAN STUDIES,High School,4.0
,Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,Middle School,3.0
,Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,High School,5.0
,R001,PS 001 TOTTENVILLE,Elementary School,3.0
,R002,I S 002 GEORGE L EGBERT,Middle School,3.0
,R003,PS 003 THE MARGARET GIOIOSA SCHOOL,Elementary School,4.0
,R004,PS 004 MAURICE WOLLIN,Elementary School,3.0
,R005,PS 005 HUGUENOT,Elementary School,3.0
,R006,PS 6 CPL ALLAN F KIVLEHAN SCHL,Elementary School,4.0
,R007,IS 007 ELIAS BERNSTEIN,Middle School,4.0
,R008,PS 8 SHIRLEE SOLOMON,Elementary School,2.0
,R011,PS 11 Thomas Dongan School,Elementary School,1.0
,R013,PS 013 M L LINDENMEYER,Elementary School,4.0
,R014,PS 014 CORNELIUS VANDERBILT,Elementary School,2.0
,R016,PS 016 JOHN J DRISCOLL,Elementary School,3.0
,R018,PS 018 JOHN G WHITTIER,Elementary School,4.0
,R019,PS 019 THE CURTIS SCHOOL,Elementary School,4.0
,R020,PS 020 PORT RICHMOND,Elementary School,4.0
,R021,PS 21 MARGARET EMERY-ELM PARK,Elementary School,4.0
,R022,PS 022 GRANITEVILLE,Elementary School,4.0
,R023,PS 023 RICHMONDTOWN,Elementary School,3.0
,R024,I S 024 MYRA S BARNES,Middle School,3.0
,R026,PS 026 THE CARTERET SCHOOL,Elementary School,3.0
,R027,IS 027 ANNING S PRALL,Middle School,3.0
,R029,PS 029 BARDWELL,Elementary School,5.0
,R030,PS 030 WESTERLEIGH,Elementary School,3.0
,R031,PS 031 WILLIAM T DAVIS,Elementary School,2.0
,R032,PS 032 THE GIFFORD SCHOOL,Elementary School,4.0
,R034,I S 034 TOTTENVILLE,Middle School,2.0
,R035,PS 35 The Clove Valley School,Elementary School,1.0
,R036,PS 036 J C DRUMGOOLE,Elementary School,1.0
,R038,PS 038 GEORGE CROMWELL,Elementary School,3.0
,R039,PS 39 FRANCIS J MURPHY JR.,Elementary School,4.0
,R041,PS 041 NEW DORP,Elementary School,2.0
,R042,PS 042 ELTINGVILLE,Elementary School,3.0
,R044,PS 044 THOMAS C BROWN,Elementary School,2.0
,R045,PS 045 JOHN TYLER,Elementary School,3.0
,R046,PS 046 ALBERT V. MANISCALCO,Elementary School,1.0
,R048,PS 048 WILLIAM C WILCOX,Elementary School,4.0
,R049,IS 49 Berta A. Dreyfus,Middle School,3.0
,R050,PS 050 FRANK HANKINSON,Elementary School,1.0
,R051,I S 051 EDWIN MARKHAM,Middle School,3.0
,R052,PS 052 JOHN C THOMPSON,Elementary School,3.0
,R053,PS 053 BAY TERRACE,Elementary School,3.0
,R054,PS 054 CHARLES W LENG,Elementary School,4.0
,R055,PS 055 HENRY M BOEHM,Elementary School,2.0
,R056,PS 56 THE LOUIS DESARIO SCHOOL,Elementary School,3.0
,R057,PS 057 HUBERT H HUMPHREY,Elementary School,4.0
,R058,S.S. COLUMBIA SCHOOL,Elementary School,4.0
,R060,PS 060 ALICE AUSTEN,Elementary School,3.0
,R061,I S 061 WILLIAM A MORRIS,Middle School,3.0
,R069,PS 069 DANIEL D TOMPKINS,Elementary School,3.0
,R072,IS 072 ROCCO LAURIE,Middle School,3.0
,R075,I S 075 FRANK D PAULO,Middle School,4.0
,R080,MICHAEL J. PETRIDES HIGH SCHOOL,K-8 School,3.0
,R080,MICHAEL J. PETRIDES HIGH SCHOOL,High School,5.0
,R440,NEW DORP HIGH SCHOOL,High School,4.0
,R445,PORT RICHMOND HIGH SCHOOL,High School,4.0
,R450,CURTIS HIGH SCHOOL,High School,4.0
,R455,TOTTENVILLE HIGH SCHOOL,High School,4.0
,R460,SUSAN E. WAGNER HIGH SCHOOL,High School,4.0
,R600,RALPH R. MCKEE CAREER AND TECHNICAL HIGH SCHOOL,High School,4.0
,R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,High School,5.0
,K045,PS 045 HORACE E GREENE,Elementary School,5.0
,K075,PS 075 MAYDA CORTIELLA,Elementary School,5.0
,K086,PS 086 THE IRVINGTON,Elementary School,4.0
,K106,PS 106 EDWARD EVERETT HALE,Elementary School,5.0
,K116,PS 116 ELIZABETH L FARRELL,Elementary School,5.0
,K123,PS 123 SUYDAM,Elementary School,2.0
,K145,PS 145 ANDREW JACKSON,Elementary School,3.0
,K151,PS 151 LYNDON B JOHNSON,Elementary School,4.0
,K162,JHS 162 THE WILLOUGHBY,Middle School,3.0
,K274,PS 274 KOSCIUSKO,Elementary School,3.0
,K291,JHS 291 ROLAND HAYES,Middle School,2.0
,K296,JHS 296 THE HALSEY,Middle School,1.0
,K299,PS 299 THOMAS WARREN FIELD,Elementary School,3.0
,K347,IS 347 SCHOOL OF HUMANITIES,Middle School,4.0
,K349,"IS 349 MATH, SCIENCE & TECH.",Middle School,4.0
,K376,PS 376,Elementary School,5.0
,K377,PS 377 ALEJANDRINA B DEGAUTIER,Elementary School,4.0
,K383,JHS 383 PHILLIPPA SCHUYLER,Middle School,3.0
,K384,PS 384 FRANCES E CARTER,Elementary School,5.0
,K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK,High School,3.0
,K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,High School,5.0
,K551,NEW YORK HARBOR SCHOOL,High School,4.0
,K552,ACADEMY OF URBAN PLANNING,High School,3.0
,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,Middle School,3.0
,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,High School,4.0
,K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN,High School,4.0
